Key,Type,Desc,English (United Kingdom) [en]
event_supernatural_02,Text,,"When they heard howling and baying, the settlers huddled closer. The Welsh said it's Gwyn app Nudd and the hounds of Annwn, but most of <village_name> favoured Woden or Herne. The terror was real: People and animals go missing when the Hunt is abroad."
event_supernatural_03,Text,,"Oxford sages warned of a sickness of itching, vomiting and blackened extremities, which strikes after damp weather at harvest time. The faithful simply blamed Beelzebub. Either way, stricken <village_name> workers became delirious and unproductive."
event_thunderstorm_01,Text,,"Unexpected thunder roared, crashing through the bruised sky. A violent presence, intruding like a bad omen, held echos of a heathen god. Fork lightening flickered and blazed towards the ground, splitting a mighty oak. "
event_tooltip_lasts,Text,,"Has lasted for"
event_tooltip_started,Text,,"Started"
event_visitor,Text,,"A rangy hawker empties their pack, spreading a selection of oddments on a linen cloth on the ground. 'I buy and sell things that take my fancy on the road,' they say with a crooked smile. 'Take a look, if you like!'"
event_visitor_name,Text,,"Lone Traveller"
event_weapons_merchant,Text,,"The arms dealer leads [his/her] sturdy pony into <village_name>, its cart, heavy-laden with wares. 'Protect yourself! Slay your foes!' [He/She] shouts. 'I have swords and armour aplenty - and affordable bows and shields for the ordinary footsoldier, too.' "
expand_zone,Text,,"Place a zone that is connected to {zone} to expand it."
expires_in,Text,,"Expires in"
extortion_animal_locked,Text,,"This animal is not accessible"
extortion_are_you_sure,Text,,"Are you sure that you want to finalise this negotiation?"
extortion_demand_desc,Text,,"The amount of value the negotiator demands from you. The amount is influenced by the settler negotiating. "
extortion_demand_title,Text,,"Demand Amount"
extortion_demanding,Text,,"Demand"
extortion_give,Text,,"Give"
extortion_message_cant_continue,Text,,"This transaction is unacceptable. The negotiator demands more goods."
extortion_negotiator_give,Text,,"The total amount of value you will give to the negotiator"
extortion_number_settlement,Text,,"The number of these resources that you have available to give"
extortion_sell_list,Text,,"You are giving this:"
extortion_take,Text,,"Take"
extortion_wont_take,Text,,"This negotiator will not accept this resource"
faction_enemy_to,Text,,"Enemy to"
faction_faction,Text,,"Factions"
faction_friendliness_friendly,Text,,"Friendly"
faction_friendliness_hostile,Text,,"Hostile"
faction_friendliness_neutral,Text,,"Neutral"
faction_friendliness_permanently_hostile,Text,,"Permanently Hostile"
faction_player_friendliness,Text,,"Alignment"
faction_settlements,Text,,"Settlements"
faction_status,Text,,"Status"
faction_type_anarchy,Text,,"Anarchy"
faction_type_bandits,Text,,"Bandits"
faction_type_cannibal,Text,,"Cannibal"
faction_type_chaos,Text,,"Chaos"
faction_type_faithful,Text,,"Church of Restitution"
faction_type_knowledge,Text,,"Knowledge"
faction_type_monarchy,Text,,"Monarchy"
faction_type_pagan,Text,,"Oak Brethren"
faith_effector,Text,,"Faith"
faith_treshold_01,Text,,"Satisfied"
faith_treshold_02,Text,,"No need for religious activities"
faith_treshold_03,Text,,"Lacking"
faith_treshold_04,Text,,"Deprived"
faithful_sons_of_england_archer_easy,Text,,"Archer"
faithful_sons_of_england_archer_hard,Text,,"Master Archer"
faithful_sons_of_england_archer_medium,Text,,"Adept Archer"
faithful_sons_of_england_basic_easy,Text,,"Marauder"
faithful_sons_of_england_basic_hard,Text,,"Ruthless Marauder"
faithful_sons_of_england_basic_medium,Text,,"Fierce Marauder"
faithful_sons_of_england_center,Text,,"NEW EXETER\nNew Exeter was founded outside the original city walls, after Exeter’s Bishop fled during the plague. Work on the cathedral had ground to a halt, and 1900 died, leaving Devon’s former first city desolate."
faithful_sons_of_england_heavy_easy,Text,,"Thug"
faithful_sons_of_england_heavy_hard,Text,,"Murderous Thug"
faithful_sons_of_england_heavy_medium,Text,,"Brutal Thug"
faithful_sons_of_england_info,Text,,"Plantagenet Royalists, the Faithful champion Edmund II as the lawful heir to the throne. Their goal is to reunite England, recreating the feudal structure that was in place before the pestilence, with Edmund’s favourite, Sir Hugh Gaveston, leading the charge.\n"
faithful_sons_of_england_name,Text,,"The Faithful Sons Of England"
ferment_speed_per_temperature,Text,,"Temperature fermentation rate modifier"
fishing_failed,Text,,"Fishing attempt failed"
floor_error_beam_distance,Text,,"Floors can only hang 3x spaces from support structures"
floors_deconstruct,Text,,"Select floors only "
food_effecotor,Text,,"Food"
food_treshold_00,Text,,"Not Hungry"
food_treshold_01,Text,,"Slightly Hungry"
food_treshold_02,Text,,"Hungry"
food_treshold_03,Text,,"Ravenous"
food_treshold_04,Text,,"Starving"
forbidden_resource,Text,,"Forbidden"
forbidden_resource_info,Text,,"This resource pile is <LinkAlmanac=""Tutorialforbid"">forbidden</link>.  Settlers won't interact with it unless allowed. Allow this resource by clicking 'allow' or by using the allow order."
forbidden_shelf_info,Text,,"Stocking resources here is <LinkAlmanac=""Tutorialforbid"">forbidden</link>. Settlers won't leave or take resources unless allowed. Allow its use by clicking 'allow' or by using the allow order."
forbidden_structure_info,Text,,"This structure is <LinkAlmanac=""Tutorialforbid"">forbidden</link>.  Settlers won't interact with it unless allowed. Allow this structure by clicking 'allow' or by using the allow order."
force_perks_chance,Text,,"Force Perks Chance"
forest_bandit_archer_easy,Text,,"Archer"
forest_bandit_archer_hard,Text,,"Master Archer"
forest_bandit_archer_medium,Text,,"Adept Archer"
forest_bandit_basic_easy,Text,,"Marauder"
forest_bandit_basic_hard,Text,,"Ruthless Marauder"
forest_bandit_basic_medium,Text,,"Fierce Marauder"
forest_bandit_heavy_easy,Text,,"Thug"
forest_bandit_heavy_hard,Text,,"Murderous Thug"
forest_bandit_heavy_medium,Text,,"Brutal Thug"
forest_bandits_center,Text,,"No center"
forest_bandits_info,Text,,"Moving silently among ancient oaks and living on wild game, nettles and roots, life in the forest depths comes naturally to many a felon. What could be more companionable than gathering around the fire, sharing tales of the Hyrne and his Wild Hunt, and planning the next raid?"
forest_bandits_name,Text,,"The Forest Bandits"
fractured_arm_name,Text,,"Sprained Arm"
fractured_leg_name,Text,,"Sprained Leg"
fractured_nose_name,Text,,"Bruised Nose"
fractured_ribs_name,Text,,"Bruised Rib"
free_spaces,Text,,"Free spaces"
friendliness_change,Text,,"<friendliness_impact> alignment towards <faction_name> "
friendliness_stat_change,Text,,"<faction_name> faction is now: <faction_status>"
fuel_strength,Text,,"Fuel strength"
fuel_type,Text,,"Fuel"
game_bear_event,Text,,"Bear"
game_boar_event,Text,,"Boar"
game_cat_event,Text,,"Cat"
game_chicken_event,Text,,"Chicken"
game_cow_domestic_event,Text,,"Domestic Cow"
game_cow_event,Text,,"Cattle"
game_deer_event,Text,,"Deer"
game_difficulty_Custom_info,Text,,"Customise your game difficulty level. Choose what types of events you would like to exclude during your run. "
game_difficulty_Custom_title,Text,,"Custom"
game_difficulty_Difficult_info,Text,,"Recommended for players who want a challenge. "
game_difficulty_Difficult_title,Text,,"Hard"
game_difficulty_Easy_info,Text,,"Recommended for new players "
game_difficulty_Easy_title,Text,,"Easy"
game_difficulty_Hard_info,Text,,"Recommended for players who want a tough survival challenge"
game_difficulty_Hard_title,Text,,"Very Hard"
game_difficulty_Normal_info,Text,,"Recommended for players familiar with colony sim games"
game_difficulty_Normal_title,Text,,"Normal"
game_difficulty_VeryEasy_info,Text,,"Recommended for first time players who want to learn the game"
game_difficulty_VeryEasy_title,Text,,"Very Easy"
game_dog_event,Text,,"Dog"
game_event_agree,Text,,"Agree"
game_event_cold_snap_end,Text,,"Cold snap has ended"
game_event_description_influence_100,Text,,"<village_name> is now the most influential settlement, dominating the entire region. Pilgrims travel from far and wide to witness its splendour."
game_event_description_influence_20,Text,,"Flourishing <village_name> grows more influential in the region with each day that passes. This is sure to attract more settlers — and perhaps garner unwanted attention from other settlements."
game_event_description_season_autumn,Text,,"Autumn blustered in, with crisp mornings, and cooler days. It was the season to prepare for winter, tailoring warm clothing, and stocking up on food and supplies. "
game_event_description_season_spring,Text,,"Spring arrived in <village_name>. As the sun warmed the sleeping ground, vegetation began to grow. It was the perfect time to sow crops for the coming year. "
game_event_description_season_summer,Text,,"Summer appeared like a warm blessing, coaxing the settlers to shed their warm clothing. Now was the time to build underground storage, to keep food fresh in the sunny days to come."
game_event_description_season_winter,Text,,"Winter held <village_name> in its icy grip, so the settlers gathered around the fire on long, dark evenings. They needed to bundle up in warm clothing, and heat their chambers to beat the chill. "
game_event_hailstorm_end,Text,,"Hailstorm has ended"
game_event_heat_wave_end,Text,,"Heat wave has ended"
game_event_info_all_dead,Text,,"Despite their valiant efforts, all of the settlers of <village_name> have perished. Yet the history of <village_name> lives on, inscribed on vellum: a testament for future generations. As we remember them, let us endeavour to learn from their manifold trials and misadventures."
game_event_name_all_dead,Text,,"All is lost"
game_event_name_influence_100,Text,,"Golden age"
game_event_name_influence_20,Text,,"Influence rising"
game_event_reject,Text,,"Reject"
game_event_season_autumn,Text,,"Autumn 1"
game_event_season_spring,Text,,"Spring 1"
game_event_season_summer,Text,,"Summer 1"
game_event_season_winter,Text,,"Winter 1"
game_event_season_autumn2,Text,,"Autumn 2"
game_event_season_spring2,Text,,"Spring 2"
game_event_season_summer2,Text,,"Summer 2"
game_event_season_winter2,Text,,"Winter 2"
game_event_thunderstorm_end,Text,,"Thunderstorm has ended"
game_event_type_end,Text,,"The story comes to an end"
game_event_type_enviroment,Text,,"Environmental"
game_event_type_influence,Text,,"Regional influence"
game_event_type_new_worker,Text,,"New Settler"
game_event_type_player_triggered,Text,,"<village_name> Event"
game_event_type_raid,Text,,"Raid"
game_event_type_season_start,Text,,"New season"
game_event_type_shakedown,Text,,"Extortion"
game_event_type_visitor,Text,,"Friendly Visit"
game_fox_event,Text,,"Fox"
game_goat_event,Text,,"Goat"
game_mode_builder_info,Text,,"There are no enemy attacks. Choose this game mode if you prefer to focus on constructing your settlement and taking care of your settlers."
game_mode_builder_narrative_1,Text,,"<random_villager> heard whispers of a hidden vale, in the tavern at <origin>. Far from routes frequented by enemy factions, it is becoming a haven for those determined to live in peace. Although this Arcadia is not immune to bad weather and other acts of God, it is flourishing as a center for craftsmanship, building and agriculture, undisturbed by war and strife."
game_mode_builder_narrative_1_single,Text,,"<name> heard whispers of a hidden vale, in the tavern at <origin>. Far from routes frequented by enemy factions, it is becoming a haven for those determined to live in peace. Although this Arcadia is not immune to bad weather and other acts of God, it is flourishing as a center for craftsmanship, building and agriculture, undisturbed by war and strife."
game_mode_builder_narrative_2,Text,,"<random_villager> says, 'we must build a sanctuary.' This ragged band of refugees has witnessed heartbreaking violence, many times over. 'Storms and hunger are more than enough to contend with. Can we not find a settlement that is untroubled by conflict?' They turn their faces towards [him/her], hopeful. 'It is up to us to lay the foundations for peace. Together!'"
game_mode_builder_narrative_2_single,Text,,"<name> knew [he/she] wanted to build a sanctuary. This ragged refugee has witnessed heartbreaking violence, many times over. 'Storms and hunger are more than enough to contend with. Can I not find a settlement that is untroubled by conflict?' [He/She] turns [his/her] face towards the horizon, hopeful. 'It is up to me to lay the foundations for peace. Alone!'"
game_mode_builder_narrative_3,Text,,"<random_villager> surveys the half-starved group, and states the obvious. 'We're not exactly on fighting form, are we?' As they begin to prevaricate, [he/she] continues: 'why don't we just concentrate on building? Make a place we can call home, a refuge against the elements?' Why go looking for a fight, [he/she] thinks, when we could strive to create a cosy, welcoming hearth?"
game_mode_builder_narrative_3_single,Text,,"<name> surveys [his/her] half-starved body, and acknowledges the obvious. 'I'm not exactly on fighting form, am I?' As [he/she] weighs up the options, one choice seems best: 'why don't I just concentrate on building? Make a place I can call home, a refuge against the elements?' Why go looking for a fight, [he/she] thinks, when I could strive to create a cosy, welcoming hearth?"
game_mode_builder_title,Text,,"<style=DefaultBlue>Peaceful</style>"
game_mode_standard_info,Text,,"Your settlement will experience enemy raids, as well as environmental events. Raids occur at steady intervals: their difficulty adapts as you progress."
game_mode_standard_narrative_1,Text,,"Good land is there for the taking. In all four corners of this once mighty land, citizens are rebuilding in the hope that the horrors of the past few years can be left behind. It's possible that there will be fighting, drought, sickness, hunger...but what of it? 'Life goes on,' says <random_villager>, 'and so must we.'"
game_mode_standard_narrative_1_single,Text,,"Good land is there for the taking. In all four corners of this once mighty land, citizens are rebuilding in the hope that the horrors of the past few years can be left behind. It's possible that there will be fighting, drought, sickness, hunger...but what of it? 'Life goes on,' says <name> under [his/her] breath, 'and so must I.'"
game_mode_standard_narrative_2,Text,,"<random_villager> is confident, defiant, even. 'We will make this work! We will take our share of land, we will build there, and we will defend it!' Many have tried. Some have fallen: beset by bandits, defeated by drought. Yet many have also prevailed. 'Have faith - the place we found will stand centuries from now, our descendants will be there still.'"
game_mode_standard_narrative_2_single,Text,,"<name> is confident, defiant, even. 'I will make this work! I will take my share of land, I will build there, and I will defend it!' Many have tried. Some have fallen: beset by bandits, defeated by drought. Yet many have also prevailed. 'I must have faith - the place I found will stand centuries from now, my descendants may be there still.'"
game_mode_standard_narrative_3,Text,,"The <distant_toponym>  blacksmith spoke of stragglers fleeing the burnt ruins of their raided settlements. But the priest at <origin> said he is baptizing more healthy babes than ever, and has received bushels of ripe grain from settlers in the shires. <random_villager> believes only in the vagaries of fate. 'We must go forward, no matter the risks,' [he/she] says, shrugging. 'Nothing ventured, nothing gained.'"
game_mode_standard_narrative_3_single,Text,,"The <distant_toponym>  blacksmith spoke of stragglers fleeing the burnt ruins of their raided settlements. But the priest at <origin> said he is baptizing more healthy babes than ever, and has received bushels of ripe grain from settlers in the shires. <name> believes only in the vagaries of fate. 'I must go forward, no matter the risks,' [he/she] thinks, shrugging. 'Nothing ventured, nothing gained.'"
game_mode_standard_title,Text,,"<style=DefaultYellow>Standard</style>"
game_mode_survival_info,Text,,"Enemy raids happen frequently in this mode, and their difficulty increases over time."
game_mode_survival_narrative_1,Text,,"Some adventurers need challenge and excitement to feel alive. Fighting off waves of aggressors, who are out to steal land, harvest, or settlers, is not for everyone. 'Are we all not sworn to a warrior's path?' asks <random_villager>, as the comrades' sit huddled around a small fire, far from everything they know."
game_mode_survival_narrative_1_single,Text,,"Some adventurers need challenge and excitement to feel alive. Fighting off waves of aggressors, who are out to steal land, harvest, or villagers, is not for everyone. 'Am I not sworn to a warrior's path?' <name> thinks aloud,  huddled alone by a small fire, far from everything [he/she] knows."
game_mode_survival_narrative_2,Text,,"[He/She] stands before them, legs planted wide. 'We have fought before...we all bear the scars.' The travellers nod in unison. Each of them has been tougher than they ever thought possible, in these plague years. <random_villager> speaks quietly. They lean forward. 'Nobody will ever rip us from our stronghold. We shall build it, and defend it.' Then [he/she] roars: 'By the Devil, let them try!'"
game_mode_survival_narrative_2_single,Text,,"[He/She] stands strong, legs planted wide. 'I have fought before...I bear the scars.' [He/She] has been tougher than [he/she] ever thought possible, in these plague years. <name> makes a vow, witnessed only by God, and the whispering trees. 'Nobody will ever rip me from my stronghold. I shall build it, and defend it.' Then [he/she] roars: 'By the Devil, let them try!'"
game_mode_survival_narrative_3,Text,,"If ever there was a time to be fearless, staunch and cunning, this is it. So says <random_villager>, who argues that with enough weapons, traps and training, [he/she] can see off any intruders. This generation is hardened by campaigns in France, by hunger and death. 'We can do this,' [he/she] says, smoothly. 'Indeed, our victories will be legendary.'"
game_mode_survival_narrative_3_single,Text,,"If ever there was a time to be fearless, staunch and cunning, this is it. So thinks <name>, who believes that with enough weapons, traps and training, [he/she] can see off any intruders. [His/Her] generation is hardened by campaigns in France, by hunger and death. 'I can do this,' [he/she] tells [him/her]self. 'Indeed, my victories will be legendary.'"
game_mode_survival_title,Text,,"<style=DefaultRed>Survival</style>"
game_name,Text,,"Going Medieval"
game_pheasant_event,Text,,"Pheasant"
game_polecat_event,Text,,"Polecat"
game_saved,Text,,"Game saved"
game_sheep_domestic_event,Text,,"Domestic Sheep"
game_sheep_event,Text,,"Sheep"
game_single_polecat_event,Text,,"Single Polecat"
gender_female,Text,,"Feminine"
gender_male,Text,,"Masculine"
general_Celsius,Text,,"Celsius"
general_Fahrenheit,Text,,"Fahrenheit"
general_Kelvin,Text,,"Kelvin"
general_accept,Text,,"Accept"
general_add,Text,,"Add"
general_add_participant,Text,,"Add Participant"
general_age_short,Text,,"y"
general_animals,Text,,"Animals"
general_archer_easy,Text,,"Archer"
general_archer_hard,Text,,"Master Archer"
general_archer_med,Text,,"Adept Archer"
general_archer_very_hard,Text,,"Illustrious Archer"
general_attack,Text,,"Attack"
general_autosave_frequency,Text,,"Autosave every (days)"
general_autumn,Text,,"Autumn"
general_autumn2,Text,,"Autumn"
general_back,Text,,"Back"
general_back_almanac,Text,,"Back"
general_base_value,Text,,"Attribute base value"
general_basic_easy,Text,,"Marauder"
general_basic_hard,Text,,"Ruthless Marauder"
general_basic_med,Text,,"Fierce Marauder"
general_basic_very_hard,Text,,"Barbaric Marauder"
general_battle,Text,,"Battle"
general_battle_info,Text,,"Battle-trained animals will follow the settler they are assigned to when the settler is drafted. "
general_birthday_info,Text,,"{0} turned"
general_birthday_today,Text,,"<name> has turned <age> today"
general_blocked,Text,,"Slot blocked"
general_bodyguard,Text,,"Merchant's guard"
general_cancel,Text,,"Cancel"
general_captive_labourer,Text,,"Captive Labourer"
general_category,Text,,"Category"
general_change_keybinding,Text,,"Press any key or Esc to cancel "
general_christian,Text,,"Restitutionist"
general_click_to_change_key,Text,,"Click to change key"
general_close,Text,,"Close"
general_clothes,Text,,"Clothes"
general_cm,Text,,"cm"
general_consume,Text,,"Consume"
general_continue,Text,,"Click to continue"
general_copy,Text,,"Copy"
general_copy_settings,Text,,"Copy Settings"
general_cut_phase,Text,,"Cutting Phase"
general_damage,Text,,"Base damage"
general_day,Text,,"day"
general_day_short,Text,,"d"
general_days,Text,,"days"
general_deliver,Text,,"Deliver ammunition"
general_deliver_production_material,Text,,"Prioritise delivering material for production:"
general_description,Text,,"Desc"
general_died_old_age,Text,,"<name> has passed away peacefully in [his/her] sleep."
general_diet,Text,,"Diet"
general_do _not_accept,Text,,"Do Not Accept"
general_dont_sow,Text,,"Don't Sow"
general_drink,Text,,"Drink"
general_drop,Text,,"Drop item"
general_edit,Text,,"Edit"
general_effects,Text,,"Effects"
general_embark,Text,,"Embark"
general_empty,Text,,"Empty"
general_enemy,Text,,"Enemy"
general_enter_message,Text,,"Enter message"
general_enter_subject,Text,,"Enter subject"
general_enter_text,Text,,"Enter text"
general_equip,Text,,"Equip"
general_evade,Text,,"Evade"
general_faction,Text,,"Faction"
general_failed,Text,,"Failed"
general_false,Text,,"False"
general_female,Text,,"f"
general_finish,Text,,"Finish"
general_full,Text,,"Full"
general_goods_trader_large,Text,,"General goods wholesale merchant"
general_goods_trader_normal,Text,,"General goods merchant "
general_goods_trader_small,Text,,"Pedlar"
general_goto_layer,Text,,"Go to Layer"
general_half,Text,,"Half"
general_harvest_phase,Text,,"Harvest Phase"
general_headware,Text,,"Headware"
general_heavy_easy,Text,,"Thug"
general_heavy_hard,Text,,"Murderous Thug"
general_heavy_med,Text,,"Brutal Thug"
general_heavy_very_hard,Text,,"Monstrous Thug"
general_high,Text,,"High"
general_hour_short,Text,,"h"
general_imminent,Text,,"Imminent"
general_in_storage,Text,,"In Storage"
general_info,Text,,"Info"
general_intensity,Text,,"Intensity"
general_intensity_info,Text,,"Change the intensity of this heat source. Changing to a higher intensity will increase the temperature output, but will also use more fuel."
general_item_slot_body,Text,,"Clothing item slot"
general_item_slot_bodyarmor,Text,,"Body armour item slot"
general_item_slot_head,Text,,"Head item slot"
general_item_slot_lefthand,Text,,"Left hand item slot"
general_item_slot_righthand,Text,,"Right hand item slot"
general_job_type,Text,,"Job Type"
general_jump_to_location,Text,,"Jump to Location"
general_kg,Text,,"kg"
general_lacks,Text,,"Lacks"
general_lock_camera,Text,,"Jump to"
general_log,Text,,"Log"
general_low,Text,,"Low"
general_male,Text,,"m"
general_maxLevel,Text,,"Maximum"
general_max_temperature,Text,,"Maximum comfortable temperature"
general_medium,Text,,"Medium"
general_men,Text,,"Men"
general_min_temperature,Text,,"Minimum comfortable temperature"
general_minute_short,Text,,"m"
general_miss,Text,,"Miss"
general_negotiate_with,Text,,"Negotiate with: <negotiator_name>"
general_negotiator,Text,,"Negotiator"
general_next,Text,,"Next"
general_next_alamanc,Text,,"Next"
general_no,Text,,"No"
general_no_center,Text,,"No center"
general_none,Text,,"None"
general_of,Text,,"of"
general_off,Text,,"Off"
general_ok,Text,,"OK"
general_operate,Text,,"Operate"
general_operate_production,Text,,"Prioritise production"
general_overcast,Text,,"Overcast"
general_overview,Text,,"Overview"
general_pagan,Text,,"Oak Brethren"
general_paste,Text,,"Paste"
general_paste_settings,Text,,"Paste Settings"
general_perk_gained,Text,,"<name> has gained perk"
general_pillager_easy,Text,,"Pillager"
general_pillager_lvl1,Text,,"Bandit"
general_pillager_lvl2,Text,,"Fierce Bandit"
general_pillager_lvl3,Text,,"Ruthless Bandit"
general_priority,Text,,"Priority"
general_prisoner,Text,,"Prisoner "
general_prisoners,Text,,"Prisoners"
general_refresh,Text,,"Refresh"
general_relevant_skills,Text,,"Relevant Skills"
general_required_fields_info,Text,,"Required fields"
general_required_fields_symbol,Text,,"*"
general_requirements,Text,,"Requirements"
general_reset,Text,,"Reset"
general_response,Text,,"Response"
general_retaliate,Text,,"Retaliate"
general_role,Text,,"Role"
general_search,Text,,"Search"
general_see_also,Text,,"See also"
general_select_next,Text,,"Select next"
general_show,Text,,"Show"
general_skill_level_up,Text,,"skill is now level"
general_sow_period,Text,,"Sowing Period"
general_spring,Text,,"Spring"
general_spring2,Text,,"Spring"
general_stats,Text,,"Attributes"
general_submit,Text,,"Submit"
general_successful,Text,,"Successful"
general_summer,Text,,"Summer"
general_summer2,Text,,"Summer"
general_symbol_Celsius,Text,,"°C"
general_symbol_Fahrenheit,Text,,"°F"
general_symbol_Kelvin,Text,,"°K"
general_temperature,Text,,"Temperature"
general_temperature_units,Text,,"Temperature units"
general_to,Text,,"to"
general_today,Text,,"today"
general_trade_with,Text,,"Barter with: <trader_name>"
general_trader,Text,,"Merchant"
general_true,Text,,"True"
general_unlock,Text,,"Unlock"
general_unlocks,Text,,"Unlocks"
general_untrainable,Text,,"This animal can't be tamed"
general_upload,Text,,"Upload"
general_veryHigh,Text,,"Very High"
general_villager,Text,,"Settler"
general_visitor,Text,,"Visitor"
general_winter,Text,,"Winter"
general_winter2,Text,,"Winter"
general_woman,Text,,"Women"
general_xp,Text,,"XP"
general_year_short,Text,,"y"
general_yes,Text,,"Yes"
generating_workers_message,Text,,"Generating settlers"
get_mods,Text,,"Get Mods"
get_more,Text,,"Get More"
global_position,Text,,"Global position"
global_trade_multiplier_info,Text,,"(Value can be modified by faction type, season, status, merchant type and even the type of terrain the merchant's settlement is built on)"
global_trade_multiplier_name,Text,,"Other value modifers"
goal_preference_info_AnimalPreference,Text,,"Taming, training, slaughtering, roping, releasing and harvesting resources from animals."
goal_preference_info_ArtPreference,Text,,"Create works of art."
goal_preference_info_BardPreference,Text,,"Performing at feasts and in the Great Hall during bard appointed hours"
goal_preference_info_CarpentryPreference,Text,,"Making items and weapons out of wood.  Produces items at:"
goal_preference_info_ConstructionPreference,Text,,"Construct, deconstruct and repair any building."
goal_preference_info_CookingPreference,Text,,"Producing meals and beverages. Preserving food. Butchering."
goal_preference_info_CraftingPreference,Text,,"Non-skilled work crafting basic items, like bricks."
goal_preference_info_Eager,Text,,"Settler will gain 2.5x more XP \nGain positive mood modifiers when performing this job"
goal_preference_info_HuntingPreference,Text,,"Hunting marked animals."
goal_preference_info_Incapable,Text,,"Settler cannot do this job"
goal_preference_info_Indifferent,Text,,"Settler will gain 1x XP"
goal_preference_info_MeleeCombatPreference,Text,,"Using Melee Weapons in combat"
goal_preference_info_MiningPreference,Text,,"Digging and mining marked areas on the map."
goal_preference_info_Passionate,Text,,"Settler will gain 4x more XP \nGain positive mood modifiers when performing this job"
goal_preference_info_PhysicalLabourPreference,Text,,"Non-specialist, physical work such as hauling and stewarding"
goal_preference_info_PlantsPreference,Text,,"Used for sowing, growing, harvesting, and gathering plants, herbs and fruits."
goal_preference_info_PriestPreference,Text,,"Leading a Restitutionist ceremony"
goal_preference_info_RangedCombatPreference,Text,,"Using Ranged Weapons like bows, crossbows or throwing weapons in combat and hunting"
goal_preference_info_ResearchPreference,Text,,"Contemplating and writing everything down so it can be used to advance the settlement."
goal_preference_info_Resentful,Text,,"Settler will gain only 0.2x XP \nGain negative mood modifiers when performing this job"
goal_preference_info_ShamanPreference,Text,,"Leading an Oak Brethren ceremony"
goal_preference_info_SmithingPreference,Text,,"Making items out of metal"
goal_preference_info_TailoringPreference,Text,,"Creating clothing and hats with cloth and leather."
goal_preference_info_TendingPreference,Text,,"Tend to the wounds of others. Carry unconscious settlers to beds."
goal_preference_info_TradingPreference,Text,,"Bartering with Merchants and Negotiating"
goal_preference_info_Unwilling,Text,,"Settler will gain only 0.5x XP \nGain negative mood modifiers when performing this job"
goal_preference_info_ViolencePreference,Text,,"Combat with both ranged and melee weapon types"
goal_preference_name_AnimalPreference,Text,,"Animal Handling"
goal_preference_name_ArtPreference,Text,,"Art"
goal_preference_name_BardPreference,Text,,"Bard Duties"
goal_preference_name_CarpentryPreference,Text,,"Carpentry"
goal_preference_name_ConstructionPreference,Text,,"Construct"
goal_preference_name_CookingPreference,Text,,"Cooking"
goal_preference_name_CraftingPreference,Text,,"Craft"
goal_preference_name_Eager,Text,,"Eager"
goal_preference_name_HuntingPreference,Text,,"Hunt"
goal_preference_name_Incapable,Text,,"Incapable"
goal_preference_name_Indifferent,Text,,"Indifferent"
goal_preference_name_MeleeCombatPreference,Text,,"Melee Combat"
goal_preference_name_MiningPreference,Text,,"Mine"
goal_preference_name_Passionate,Text,,"Passionate"
goal_preference_name_PhysicalLabourPreference,Text,,"Unskilled Labour"
goal_preference_name_PlantsPreference,Text,,"Botany"
goal_preference_name_PriestPreference,Text,,"Chaplain Duties"
goal_preference_name_RangedCombatPreference,Text,,"Ranged Combat"
goal_preference_name_ResearchPreference,Text,,"Intellectual"
goal_preference_name_Resentful,Text,,"Resentful"
goal_preference_name_ShamanPreference,Text,,"Druid Duties"
goal_preference_name_SmithingPreference,Text,,"Smithing"
goal_preference_name_TailoringPreference,Text,,"Tailoring"
goal_preference_name_TendingPreference,Text,,"Tend"
goal_preference_name_TradingPreference,Text,,"Barter"
goal_preference_name_Unwilling,Text,,"Unwilling"
goal_preference_name_ViolencePreference,Text,,"Combat"
grave,Text,,"Here lies"
ground,Text,,"Ground"
group_skills,Text,,"Group Skills"
growth_halted,Text,,"Growth halted"
hair_afro_A,Text,,"Hair #6"
hair_afro_B,Text,,"Hair #7"
hair_afro_C,Text,,"Hair #8"
hair_afro_D,Text,,"Hair #9"
hair_braids,Text,,"Hair #1"
hair_long,Text,,"Hair #2"
hair_short,Text,,"Hair #3"
hair_shoulders,Text,,"Hair #4"
hair_tail,Text,,"Hair #5"
harvest_failed,Text,,"Harvest ruined "
has_died,Text,,"<name> is dead"
has_fainted,Text,,"<name> is unconscious"
has_stability_to_build,Text,,"Is connected to a stable structure"
head_armor,Text,,"Head armour"
head_long,Text,,"Head #1"
head_normal,Text,,"Head #2"
head_round,Text,,"Head #3"
head_square,Text,,"Head #4"
head_wide,Text,,"Head #5"
healing_default_1,Text,,"treated"
healing_default_10,Text,,"soothed"
healing_default_11,Text,,"patched up"
healing_default_12,Text,,"saw to"
healing_default_13,Text,,"watched over"
healing_default_2,Text,,"cared for"
healing_default_3,Text,,"tended"
healing_default_4,Text,,"cleaned up"
healing_default_5,Text,,"nursed"
healing_default_6,Text,,"ministered to"
healing_default_7,Text,,"assisted with"
healing_default_8,Text,,"helped with"
healing_default_9,Text,,"remedied"
healing_multiplier,Text,,"Wound tending multiplier"
health_carrying_pattern,Text,,"<agent_name> <carrying_verb> <carrying_adjective> <target_name>"
health_healing_pattern,Text,,"<agent_name> <healing> <target_name>'s <wound_name>"
health_treshold_01,Text,,"Critical Condition"
health_wounding_pattern,Text,,"<agent_name> <wounding> <wound_name>"
heatmap_legend,Text,,"Heatmap Legend"
